Scenario,Condition,Seed,TotalSuccessN,TargetSuccessN,TotalWaitSum,TargetWaitSum,TargetWaitBurdenShare,TargetSuccessShare,ExcessBurden
Festival,Uniform,20,51,10,6871.0,1487.0,0.21641682433415804,0.19607843137254902,0.020338392961609025
Festival,Uniform,21,52,10,8348.0,1219.0,0.14602299952084333,0.19230769230769232,-0.04628469278684899
Festival,Uniform,22,57,7,10826.0,445.0,0.041104747829299834,0.12280701754385964,-0.08170226971455981
Festival,Uniform,23,48,10,7443.0,1735.0,0.2331049308074701,0.20833333333333334,0.024771597474136764
Festival,Uniform,24,45,10,5940.0,1174.0,0.19764309764309765,0.2222222222222222,-0.02457912457912456
Festival,Uniform,25,51,10,7591.0,1584.0,0.20866815966275853,0.19607843137254902,0.012589728290209518
Festival,Uniform,26,46,10,7154.0,1775.0,0.24811294380766005,0.21739130434782608,0.03072163945983397
Festival,Uniform,27,47,10,8704.0,2667.0,0.3064108455882353,0.2127659574468085,0.09364488814142677
Festival,Uniform,28,46,10,5965.0,1180.0,0.1978206202849958,0.21739130434782608,-0.019570684062830274
Festival,Uniform,29,37,10,5269.0,595.0,0.11292465363446574,0.2702702702702703,-0.15734561663580454
Festival,Uniform,30,46,10,5365.0,1010.0,0.18825722273998136,0.21739130434782608,-0.029134081607844725
Festival,Uniform,31,50,10,7320.0,1511.0,0.2064207650273224,0.2,0.006420765027322389
Festival,Uniform,32,50,10,9297.0,1662.0,0.17876734430461438,0.2,-0.021232655695385627
Festival,Uniform,33,51,10,7110.0,1421.0,0.19985935302390997,0.19607843137254902,0.003780921651360958
Festival,Uniform,34,50,10,7355.0,1880.0,0.2556084296397009,0.2,0.05560842963970086
Festival,Uniform,35,44,10,5773.0,1505.0,0.26069634505456435,0.22727272727272727,0.033423617781837084
Festival,Uniform,36,54,10,7931.0,2194.0,0.2766359853738494,0.18518518518518517,0.09145080018866425
Festival,Uniform,37,49,10,6228.0,1294.0,0.2077713551701991,0.20408163265306123,0.0036897225171378667
Festival,Uniform,38,47,10,5832.0,880.0,0.15089163237311384,0.2127659574468085,-0.06187432507369467
Festival,Uniform,39,60,8,10736.0,1486.0,0.1384128166915052,0.13333333333333333,0.005079483358171877
Festival,Uniform,40,43,10,6797.0,1466.0,0.21568338973076356,0.23255813953488372,-0.016874749804120154
Festival,Uniform,41,53,10,7869.0,1083.0,0.1376286694624476,0.18867924528301888,-0.05105057582057129
Festival,Uniform,42,66,10,10235.0,1970.0,0.19247679531021006,0.15151515151515152,0.04096164379505854
Festival,Uniform,43,47,10,8201.0,1284.0,0.15656627240580417,0.2127659574468085,-0.05619968504100434
Festival,Uniform,44,51,10,7526.0,1831.0,0.2432899282487377,0.19607843137254902,0.0472114968761887
Festival,Uniform,45,49,10,8329.0,805.0,0.0966502581342298,0.20408163265306123,-0.10743137451883143
Festival,Uniform,46,36,10,6680.0,2555.0,0.38248502994011974,0.2777777777777778,0.10470725216234195
Festival,Uniform,47,41,10,6082.0,1085.0,0.17839526471555409,0.24390243902439024,-0.06550717430883615
Festival,Uniform,48,60,10,11275.0,2044.0,0.1812860310421286,0.16666666666666666,0.014619364375461935
Festival,Uniform,49,47,10,6771.0,1600.0,0.23630187564613794,0.2127659574468085,0.02353591819932943
Festival,Uniform,50,47,10,5670.0,1353.0,0.23862433862433863,0.2127659574468085,0.025858381177530115
Festival,Uniform,51,39,10,4495.0,1295.0,0.28809788654060065,0.2564102564102564,0.03168763013034426
Festival,Uniform,52,42,10,5448.0,1478.0,0.2712922173274596,0.23809523809523808,0.033196979232221535
Festival,Uniform,53,44,10,6059.0,2089.0,0.3447763657369203,0.22727272727272727,0.11750363846419301
Festival,Uniform,54,37,10,4995.0,645.0,0.12912912912912913,0.2702702702702703,-0.14114114114114115
Festival,Uniform,55,46,8,5674.0,1145.0,0.20179767359887205,0.17391304347826086,0.02788463012061118
Festival,Uniform,56,40,10,4350.0,915.0,0.2103448275862069,0.25,-0.0396551724137931
Festival,Uniform,57,50,10,6729.0,730.0,0.10848565908753158,0.2,-0.09151434091246843
Festival,Uniform,58,54,10,8267.0,1357.0,0.16414660699165357,0.18518518518518517,-0.02103857819353161
Festival,Uniform,59,39,10,6109.0,1856.0,0.3038140448518579,0.2564102564102564,0.047403788441601535
Festival,Uniform,60,52,10,8564.0,1432.0,0.16721158337225595,0.19230769230769232,-0.025096108935436373
Festival,Uniform,61,49,10,5949.0,963.0,0.16187594553706505,0.20408163265306123,-0.04220568711599618
Festival,Uniform,62,44,10,5109.0,870.0,0.17028772753963595,0.22727272727272727,-0.05698499973309132
Festival,Uniform,63,50,10,7100.0,1180.0,0.16619718309859155,0.2,-0.03380281690140846
Festival,Uniform,64,42,10,6289.0,1771.0,0.28160279853712833,0.23809523809523808,0.04350756044189025
Festival,Uniform,65,52,10,6191.0,1670.0,0.2697464060733323,0.19230769230769232,0.07743871376563996
Festival,Uniform,66,49,10,7542.0,1134.0,0.15035799522673032,0.20408163265306123,-0.053723637426330906
Festival,Uniform,67,48,10,5902.0,1423.0,0.24110471026770586,0.20833333333333334,0.032771376934372515
Festival,Uniform,68,48,10,7590.0,730.0,0.09617918313570488,0.20833333333333334,-0.11215415019762846
Festival,Uniform,69,49,10,8183.0,1385.0,0.1692533300745448,0.20408163265306123,-0.034828302578516435
Festival,Uniform,70,46,9,6766.0,1315.0,0.19435412355897133,0.1956521739130435,-0.0012980503540721555
Festival,Uniform,71,47,10,5783.0,950.0,0.16427459795953658,0.2127659574468085,-0.04849135948727193
Festival,Uniform,72,49,10,7548.0,1190.0,0.15765765765765766,0.20408163265306123,-0.04642397499540357
Festival,Uniform,73,49,10,8405.0,755.0,0.08982748364069007,0.20408163265306123,-0.11425414901237116
Festival,Uniform,74,54,10,10031.0,2766.0,0.27574518991127506,0.18518518518518517,0.09056000472608988
Festival,Uniform,75,35,10,4422.0,1237.0,0.2797376752600633,0.2857142857142857,-0.005976610454222375
Festival,Uniform,76,39,10,4397.0,797.0,0.18125994996588582,0.2564102564102564,-0.07515030644437057
Festival,Uniform,77,50,10,5860.0,770.0,0.13139931740614336,0.2,-0.06860068259385665
Festival,Uniform,78,46,10,5923.0,1345.0,0.2270808711801452,0.21739130434782608,0.009689566832319113
Festival,Uniform,79,52,10,7185.0,1804.0,0.2510786360473208,0.19230769230769232,0.05877094373962846
Festival,Uniform,80,42,10,5902.0,1211.0,0.20518468315825145,0.23809523809523808,-0.032910554936986636
Festival,Uniform,81,51,10,8418.0,655.0,0.07780945592777382,0.19607843137254902,-0.1182689754447752
Festival,Uniform,82,50,10,7528.0,1852.0,0.24601487778958556,0.2,0.046014877789585545
Festival,Uniform,83,58,10,8780.0,2017.0,0.2297266514806378,0.1724137931034483,0.057312858377189524
Festival,Uniform,84,56,9,11611.0,2936.0,0.2528636637671174,0.16071428571428573,0.09214937805283166
Festival,Uniform,85,49,10,10981.0,2545.0,0.2317639559238685,0.20408163265306123,0.027682323270807274
Festival,Uniform,86,51,10,6133.0,771.0,0.1257133539866297,0.19607843137254902,-0.07036507738591932
Festival,Uniform,87,49,10,6533.0,870.0,0.1331700596969233,0.20408163265306123,-0.07091157295613792
Festival,Uniform,88,50,10,4623.0,610.0,0.1319489508976855,0.2,-0.06805104910231452
Festival,Uniform,89,52,10,8407.0,1675.0,0.19923872963007017,0.19230769230769232,0.006931037322377848
Festival,Uniform,90,53,10,8393.0,1165.0,0.1388061479804599,0.18867924528301888,-0.04987309730255898
Festival,Uniform,91,51,10,7367.0,1269.0,0.17225464911089997,0.19607843137254902,-0.02382378226164905
Festival,Uniform,92,51,10,7447.0,685.0,0.09198334899959715,0.19607843137254902,-0.10409508237295187
Festival,Uniform,93,48,10,8611.0,945.0,0.10974335152711648,0.20833333333333334,-0.09858998180621686
Festival,Uniform,94,46,10,6128.0,1799.0,0.2935704960835509,0.21739130434782608,0.07617919173572482
Festival,Uniform,95,44,10,4954.0,1480.0,0.2987484860718611,0.22727272727272727,0.07147575879913384
Festival,Uniform,96,47,10,7380.0,991.0,0.13428184281842817,0.2127659574468085,-0.07848411462838034
Festival,Uniform,97,50,10,6622.0,1079.0,0.16294170945333736,0.2,-0.03705829054666265
Festival,Uniform,98,45,10,5433.0,1365.0,0.25124240750966315,0.2222222222222222,0.029020185287440936
Festival,Uniform,99,48,10,6556.0,980.0,0.14948139109212935,0.20833333333333334,-0.05885194224120399
Festival,Uniform,100,63,10,8824.0,885.0,0.10029465095194923,0.15873015873015872,-0.058435507778209494
Holiday,Poisson,1,49,10,7161.0,628.0,0.08769724898757157,0.20408163265306123,-0.11638438366548966
Holiday,Poisson,2,46,10,4058.0,718.0,0.17693445046821094,0.21739130434782608,-0.040456853879615146
Holiday,Poisson,3,33,10,3402.0,1117.0,0.3283362727807172,0.30303030303030304,0.02530596975041416
Holiday,Poisson,4,43,10,6673.0,1614.0,0.24187022328787652,0.23255813953488372,0.009312083752992806
Holiday,Poisson,5,47,10,7104.0,1684.0,0.23704954954954954,0.2127659574468085,0.02428359210274103
Holiday,Poisson,6,52,10,7672.0,2134.0,0.27815432742440044,0.19230769230769232,0.08584663511670812
Holiday,Poisson,7,53,10,6097.0,649.0,0.10644579301295719,0.18867924528301888,-0.0822334522700617
Holiday,Poisson,8,38,10,3896.0,876.0,0.22484599589322382,0.2631578947368421,-0.03831189884361827
Holiday,Poisson,9,49,10,7078.0,1496.0,0.21135914100028255,0.20408163265306123,0.007277508347221323
Holiday,Poisson,10,41,10,5672.0,1320.0,0.23272214386459802,0.24390243902439024,-0.011180295159792214
Holiday,Poisson,11,46,10,6397.0,891.0,0.13928403939346568,0.21739130434782608,-0.0781072649543604
Holiday,Poisson,12,45,10,6032.0,1073.0,0.1778846153846154,0.2222222222222222,-0.04433760683760682
Holiday,Poisson,13,46,10,7459.0,1708.0,0.2289851186486124,0.21739130434782608,0.01159381430078632
Holiday,Poisson,14,46,10,5426.0,1012.0,0.18650939918908957,0.21739130434782608,-0.03088190515873651
Holiday,Poisson,15,53,10,7632.0,1011.0,0.1324685534591195,0.18867924528301888,-0.05621069182389937
Holiday,Poisson,16,50,10,7394.0,1196.0,0.16175277251825804,0.2,-0.038247227481741974
Holiday,Poisson,17,48,10,6660.0,815.0,0.12237237237237238,0.20833333333333334,-0.08596096096096097
Holiday,Poisson,18,52,10,9201.0,1276.0,0.13868057819802196,0.19230769230769232,-0.05362711410967036
Holiday,Poisson,19,52,10,6083.0,882.0,0.14499424626006904,0.19230769230769232,-0.047313446047623275
Holiday,Poisson,20,52,10,8423.0,2100.0,0.2493173453638846,0.19230769230769232,0.057009653056192294
Holiday,Poisson,21,52,10,7452.0,1516.0,0.20343531937734835,0.19230769230769232,0.011127627069656032
Holiday,Poisson,22,60,10,11405.0,1090.0,0.09557211749232793,0.16666666666666666,-0.07109454917433873
Holiday,Poisson,23,47,10,7768.0,1819.0,0.23416580844490217,0.2127659574468085,0.02139985099809366
Holiday,Poisson,24,45,10,6762.0,1709.0,0.25273587695947947,0.2222222222222222,0.030513654737257256
Holiday,Poisson,25,51,10,8377.0,1642.0,0.19601289244359557,0.19607843137254902,-6.553892895344582e-05
Holiday,Poisson,26,47,10,8363.0,2052.0,0.24536649527681453,0.2127659574468085,0.03260053783000602
Holiday,Poisson,27,47,10,9917.0,2611.0,0.2632852677220934,0.2127659574468085,0.05051931027528486
Holiday,Poisson,28,47,10,6238.0,1262.0,0.20230843218980443,0.2127659574468085,-0.01045752525700408
Holiday,Poisson,29,44,10,5370.0,821.0,0.15288640595903166,0.22727272727272727,-0.0743863213136956
Holiday,Poisson,30,45,10,6375.0,1513.0,0.23733333333333334,0.2222222222222222,0.01511111111111113
Holiday,Poisson,31,48,10,8663.0,2039.0,0.23536880988110354,0.20833333333333334,0.027035476547770193
Holiday,Poisson,32,48,10,9005.0,2657.0,0.29505830094392005,0.20833333333333334,0.0867249676105867
Holiday,Poisson,33,50,10,8104.0,2489.0,0.30713228035538004,0.2,0.10713228035538003
Holiday,Poisson,34,49,9,8090.0,2091.0,0.2584672435105068,0.1836734693877551,0.0747937741227517
Holiday,Poisson,35,44,10,5779.0,1758.0,0.30420487973697874,0.22727272727272727,0.07693215246425147
Holiday,Poisson,36,53,10,7366.0,1367.0,0.18558240564756992,0.18867924528301888,-0.0030968396354489613
Holiday,Poisson,37,50,10,6737.0,1442.0,0.21404185839394388,0.2,0.014041858393943868
Holiday,Poisson,38,48,10,7060.0,1577.0,0.22337110481586403,0.20833333333333334,0.015037771482530687
Holiday,Poisson,39,61,9,11231.0,1998.0,0.1779004541002582,0.14754098360655737,0.03035947049370083
Holiday,Poisson,40,41,10,7387.0,1661.0,0.22485447407607959,0.24390243902439024,-0.019047964948310653
Holiday,Poisson,41,53,10,7051.0,1217.0,0.1725996312579776,0.18867924528301888,-0.016079614025041294
Holiday,Poisson,42,65,9,12209.0,1993.0,0.1632402326152838,0.13846153846153847,0.02477869415374534
Holiday,Poisson,43,47,10,6384.0,761.0,0.11920426065162908,0.2127659574468085,-0.09356169679517944
Holiday,Poisson,44,47,10,7797.0,2699.0,0.34615877901757086,0.2127659574468085,0.13339282157076235
Holiday,Poisson,45,46,10,6934.0,609.0,0.08782809345255264,0.21739130434782608,-0.12956321089527345
Holiday,Poisson,46,36,10,5362.0,2116.0,0.39462886982469225,0.2777777777777778,0.11685109204691446
Holiday,Poisson,47,49,10,6399.0,1971.0,0.3080168776371308,0.20408163265306123,0.10393524498406959
Holiday,Poisson,48,62,10,7477.0,806.0,0.10779724488431189,0.16129032258064516,-0.05349307769633327
Holiday,Poisson,49,47,10,7030.0,1647.0,0.23428165007112375,0.2127659574468085,0.02151569262431524
Holiday,Poisson,50,46,10,6747.0,1883.0,0.2790870016303542,0.21739130434782608,0.061695697282528134
Holiday,Poisson,51,39,10,5434.0,2023.0,0.3722856091277144,0.2564102564102564,0.11587535271745802
Holiday,Poisson,52,45,10,4872.0,1197.0,0.24568965517241378,0.2222222222222222,0.023467432950191575
Holiday,Poisson,53,44,10,5643.0,1939.0,0.3436115541378699,0.22727272727272727,0.11633882686514266
Holiday,Poisson,54,37,10,4977.0,567.0,0.11392405063291139,0.2702702702702703,-0.1563462196373589
Holiday,Poisson,55,46,10,7750.0,2359.0,0.30438709677419357,0.21739130434782608,0.08699579242636749
Holiday,Poisson,56,37,10,5546.0,1797.0,0.32401730977280924,0.2702702702702703,0.05374703950253895
Holiday,Poisson,57,51,10,6466.0,1084.0,0.1676461490875348,0.19607843137254902,-0.02843228228501421
Holiday,Poisson,58,54,10,6819.0,1341.0,0.19665640123185218,0.18518518518518517,0.01147121604666701
Holiday,Poisson,59,40,10,4761.0,1265.0,0.26570048309178745,0.25,0.015700483091787454
Holiday,Poisson,60,53,10,8287.0,901.0,0.10872450826595872,0.18867924528301888,-0.07995473701706016
Holiday,Poisson,61,49,10,6888.0,1484.0,0.21544715447154472,0.20408163265306123,0.011365521818483493
Holiday,Poisson,62,46,10,5462.0,1063.0,0.19461735627975102,0.21739130434782608,-0.02277394806807506
Holiday,Poisson,63,50,10,7775.0,2013.0,0.25890675241157557,0.2,0.05890675241157556
Holiday,Poisson,64,42,10,5693.0,1518.0,0.26664324609169154,0.23809523809523808,0.02854800799645346
Holiday,Poisson,65,53,10,6683.0,971.0,0.14529402962741284,0.18867924528301888,-0.043385215655606046
Holiday,Poisson,66,49,10,7581.0,1860.0,0.24535021764938664,0.20408163265306123,0.04126858499632541
Holiday,Poisson,67,47,10,5715.0,1413.0,0.247244094488189,0.2127659574468085,0.034478137041380474
Holiday,Poisson,68,51,10,6423.0,628.0,0.09777362603144948,0.19607843137254902,-0.09830480534109953
Holiday,Poisson,69,47,9,8328.0,1857.0,0.22298270893371758,0.19148936170212766,0.03149334723158992
Holiday,Poisson,70,42,5,6380.0,1187.0,0.1860501567398119,0.11904761904761904,0.06700253769219286
Holiday,Poisson,71,46,10,6232.0,1228.0,0.1970474967907574,0.21739130434782608,-0.020343807557068688
Holiday,Poisson,72,49,10,8405.0,1947.0,0.2316478286734087,0.20408163265306123,0.02756619602034746
Holiday,Poisson,73,49,10,5469.0,786.0,0.1437191442676906,0.20408163265306123,-0.060362488385370616
Holiday,Poisson,74,52,9,9607.0,2668.0,0.277714166753409,0.17307692307692307,0.10463724367648591
Holiday,Poisson,75,35,10,5092.0,1670.0,0.3279654359780047,0.2857142857142857,0.042251150263719006
Holiday,Poisson,76,39,10,5128.0,997.0,0.19442277691107646,0.2564102564102564,-0.06198747949917993
Holiday,Poisson,77,50,10,6886.0,1097.0,0.15930874237583503,0.2,-0.04069125762416498
Holiday,Poisson,78,45,10,6918.0,1232.0,0.1780861520670714,0.2222222222222222,-0.04413607015515081
Holiday,Poisson,79,52,10,7135.0,1819.0,0.2549404344779257,0.19230769230769232,0.06263274217023337
Holiday,Poisson,80,41,10,5369.0,1457.0,0.2713726951015087,0.24390243902439024,0.02747025607711845
Holiday,Poisson,81,49,10,6513.0,696.0,0.10686319668355597,0.20408163265306123,-0.09721843596950526
Holiday,Poisson,82,49,9,7730.0,1986.0,0.25692108667529107,0.1836734693877551,0.07324761728753595
Holiday,Poisson,83,58,10,9635.0,1618.0,0.1679294239750908,0.1724137931034483,-0.004484369128357479
Holiday,Poisson,84,53,10,12086.0,2850.0,0.23581002813172267,0.18867924528301888,0.047130782848703784
Holiday,Poisson,85,50,10,10461.0,3444.0,0.32922282764554056,0.2,0.12922282764554055
Holiday,Poisson,86,51,10,6736.0,1286.0,0.1909144893111639,0.19607843137254902,-0.005163942061385124
Holiday,Poisson,87,48,10,5841.0,1251.0,0.21417565485362094,0.20833333333333334,0.005842321520287602
Holiday,Poisson,88,50,10,4530.0,737.0,0.16269315673289184,0.2,-0.037306843267108175
Holiday,Poisson,89,48,10,7111.0,848.0,0.11925186331036422,0.20833333333333334,-0.08908147002296912
Holiday,Poisson,90,53,10,7363.0,1708.0,0.23197066413146816,0.18867924528301888,0.04329141884844928
Holiday,Poisson,91,51,10,7799.0,1023.0,0.1311706629055007,0.19607843137254902,-0.06490776846704832
Holiday,Poisson,92,52,10,7608.0,991.0,0.13025762355415352,0.19230769230769232,-0.0620500687535388
Holiday,Poisson,93,52,10,9817.0,2642.0,0.26912498726698586,0.19230769230769232,0.07681729495929354
Holiday,Poisson,94,46,10,6045.0,1499.0,0.24797353184449958,0.21739130434782608,0.030582227496673497
Holiday,Poisson,95,46,10,6282.0,1444.0,0.22986310092327283,0.21739130434782608,0.012471796575446753
Holiday,Poisson,96,49,10,6197.0,1361.0,0.21962239793448443,0.20408163265306123,0.015540765281423202
Holiday,Poisson,97,49,10,6835.0,1284.0,0.1878566203365033,0.20408163265306123,-0.01622501231655793
Holiday,Poisson,98,43,10,5505.0,1211.0,0.21998183469573115,0.23255813953488372,-0.012576304839152563
Holiday,Poisson,99,48,10,6193.0,1399.0,0.2259002099144195,0.20833333333333334,0.01756687658108616
Holiday,Poisson,100,63,10,7437.0,1283.0,0.17251579938147102,0.15873015873015872,0.013785640651312298
Holiday,Synchronized,1,52,10,6945.0,1175.0,0.16918646508279336,0.19230769230769232,-0.023121227224898955
Holiday,Synchronized,2,46,10,5564.0,1825.0,0.3280014378145219,0.21739130434782608,0.11061013346669582
Holiday,Synchronized,3,33,10,4614.0,1917.0,0.4154746423927178,0.30303030303030304,0.11244433936241477
Holiday,Synchronized,4,42,10,6762.0,1320.0,0.19520851818988466,0.23809523809523808,-0.04288671990535342
Holiday,Synchronized,5,47,10,7743.0,2020.0,0.26088079555727756,0.2127659574468085,0.048114838110469044
Holiday,Synchronized,6,52,10,8361.0,2997.0,0.35844994617868675,0.19230769230769232,0.16614225387099443
Holiday,Synchronized,7,54,10,7158.0,2020.0,0.28220173232746576,0.18518518518518517,0.09701654714228058
Holiday,Synchronized,8,39,10,4635.0,1620.0,0.34951456310679613,0.2564102564102564,0.09310430669653974
Holiday,Synchronized,9,49,10,8037.0,2450.0,0.3048401144705736,0.20408163265306123,0.10075848181751235
Holiday,Synchronized,10,45,10,7434.0,1665.0,0.22397094430992737,0.2222222222222222,0.0017487220877051568
Holiday,Synchronized,11,42,10,6409.0,1576.0,0.24590419722265563,0.23809523809523808,0.007808959127417553
Holiday,Synchronized,12,47,10,6790.0,1930.0,0.28424153166421207,0.2127659574468085,0.07147557421740355
Holiday,Synchronized,13,47,10,9570.0,3005.0,0.31400208986415884,0.2127659574468085,0.10123613241735033
Holiday,Synchronized,14,46,10,6529.0,1857.0,0.28442334201255937,0.21739130434782608,0.06703203766473328
Holiday,Synchronized,15,53,10,8123.0,1420.0,0.17481226147974885,0.18867924528301888,-0.013866983803270033
Holiday,Synchronized,16,51,10,9221.0,2927.0,0.31742761088819,0.19607843137254902,0.12134917951564098
Holiday,Synchronized,17,50,10,7594.0,1791.0,0.2358440874374506,0.2,0.0358440874374506
Holiday,Synchronized,18,55,10,7150.0,1505.0,0.21048951048951048,0.18181818181818182,0.028671328671328655
Holiday,Synchronized,19,53,10,7038.0,1980.0,0.2813299232736573,0.18867924528301888,0.09265067799063842
Holiday,Synchronized,20,52,10,7991.0,2720.0,0.34038293079714677,0.19230769230769232,0.14807523848945445
Holiday,Synchronized,21,51,10,8633.0,2525.0,0.29248233522529826,0.19607843137254902,0.09640390385274925
Holiday,Synchronized,22,60,10,12163.0,1630.0,0.13401299021622956,0.16666666666666666,-0.0326536764504371
Holiday,Synchronized,23,48,10,7265.0,2060.0,0.28355127322780455,0.20833333333333334,0.0752179398944712
Holiday,Synchronized,24,44,10,9023.0,2630.0,0.29147733569766154,0.22727272727272727,0.06420460842493428
Holiday,Synchronized,25,50,10,10230.0,2810.0,0.27468230694037143,0.2,0.07468230694037142
Holiday,Synchronized,26,46,10,9793.0,2998.0,0.30613703665883796,0.21739130434782608,0.08874573231101188
Holiday,Synchronized,27,48,10,9347.0,3885.0,0.41564138226168823,0.20833333333333334,0.2073080489283549
Holiday,Synchronized,28,47,10,7124.0,2079.0,0.29183043234138123,0.2127659574468085,0.07906447489457272
Holiday,Synchronized,29,40,10,6056.0,1150.0,0.18989431968295906,0.25,-0.060105680317040944
Holiday,Synchronized,30,46,10,7603.0,2460.0,0.3235564908588715,0.21739130434782608,0.10616518651104542
Holiday,Synchronized,31,51,10,10206.0,4195.0,0.41103272584754064,0.19607843137254902,0.21495429447499162
Holiday,Synchronized,32,52,10,11943.0,3448.0,0.28870468056602194,0.19230769230769232,0.09639698825832962
Holiday,Synchronized,33,50,10,8677.0,2950.0,0.3399792555030541,0.2,0.13997925550305407
Holiday,Synchronized,34,49,5,7252.0,1300.0,0.17926089354660782,0.10204081632653061,0.0772200772200772
Holiday,Synchronized,35,44,10,5884.0,2020.0,0.3433038749150238,0.22727272727272727,0.11603114764229652
Holiday,Synchronized,36,52,10,8478.0,2217.0,0.26150035385704173,0.19230769230769232,0.06919266154934942
Holiday,Synchronized,37,48,10,8116.0,3041.0,0.37469196648595365,0.20833333333333334,0.1663586331526203
Holiday,Synchronized,38,52,10,6578.0,1655.0,0.2515962298570994,0.19230769230769232,0.05928853754940708
Holiday,Synchronized,39,54,0,8049.0,0.0,0.0,0.0,0.0
Holiday,Synchronized,40,43,10,7266.0,2506.0,0.3448940269749518,0.23255813953488372,0.11233588744006809
Holiday,Synchronized,41,53,10,7102.0,2080.0,0.2928752464094621,0.18867924528301888,0.10419600112644323
Holiday,Synchronized,42,60,2,8924.0,740.0,0.08292245629762439,0.03333333333333333,0.049589122964291056
Holiday,Synchronized,43,46,10,7869.0,2368.0,0.30092769093912825,0.21739130434782608,0.08353638659130216
Holiday,Synchronized,44,51,10,8637.0,2972.0,0.3441009609818224,0.19607843137254902,0.1480225296092734
